English,Arabic
buses,الحافلات
hassan,حسن
rhyme,قافية
transmitter,الارسال
morons,البلداء
lime,الجير
20s,العشرينات
otis,أوتيس
marker,علامة
aiming,تهدف
adds,يضيف
chores,واجبات منزلية
gem,جوهرة
blasted,انتقد
grabs,الاستيلاء على
courageous,شجاع
determination,عزيمة
beaver,سمور
publishing,نشر
well-known,مشهور
11th,الحادي عشر
apocalypse,القيامة
phew,أوه
dicks,ديكس
santos,سانتوس
breaths,الأنفاس
abort,إحباط
heap,كومة
edmund,ادموند
gracie,جرايسي
tummy,بطن
hog,خنزير
yakuza,ياكوزا
catastrophe,كارثة
bp,بي بي
pins,دبابيس
not-,لا-
legit,قانوني
yoo,يو
rover,روفر
lars,لارس
greta,غريتا
colt,كولت
hardy,هاردي
truce,هدنة
plaza,ساحة
bronze,برونزية
airline,شركة طيران
ramon,رامون
hq,hq
barrett,باريت
edna,إدنا
alvin,ألفين
consolation,عزاء
gutter,مزراب
lan,الشبكة المحلية
astonishing,مذهل
broker,وسيط
fright,الخوف
runnin,runnin
mic,ميكروفون
berry,بيري
paulie,paulie
verge,حافة
contribute,يساهم
erotic,شهواني
feng,فنغ
est,EST
dre,دري
cass,كاس
disk,القرص
op,مرجع سابق
comics,كاريكاتير
ale,البيرة
coral,مرجاني
biscuit,بسكويت
redemption,الخلاص
thug,سفاح
concussion,ارتجاج
disgust,الاشمئزاز
wright,رايت
nsa,وكالة الأمن القومي
arise,تنشأ
celebrities,المشاهير
kev,kev
leaked,تسربت
plasma,بلازما
scram,انصرف
regain,استعادة
gender,جنس
cocky,مغرور
know.,يعرف.
poo,براز
dispute,ينازع
brute,غاشم
telly,إختصار
capsule,كبسولة
chefs,الطهاة
psychopath,مختل عقليا
lire,ليرة
jarod,جارود
bind,ربط
chops,القطع
crust,قشرة
poorly,سيئة
weighs,يزن
bundle,باقة
encouraging,مشجعة
dwayne,دواين
polo,بولو
ada,ada
meteor,نيزك
firmly,بحزم
neill,نيل
recovering,يتعافى
heated,ساخنة
cctv,الدوائر التلفزيونية المغلقة
darlin,دارلين
convert,يتحول
celia,سيليا
abi,أبي
sissy,سيسي
reef,الشعاب المرجانية
tis,تيس
calmly,بهدوء
mathematics,الرياضيات
ar,ع
ups,يو بي إس
abbey,دير
wrists,المعصمين
magnus,ماغنوس
banged,خبطت
montgomery,مونتغمري
michelangelo,مايكل أنجلو
teller,الصراف
raging,مستعرة
mop,ممسحة
sol,سول
atom,ذرة
paolo,باولو
this,هذا
unload,تفريغ
stinky,نتن
lina,لينا
norton,نورتون
heil,هيل
richer,أكثر ثراء
thighs,الفخذين
rigged,مزورة
thesis,أُطرُوحَة
zeke,زيكي
ahold,ahold
tuned,ضبطها
winnie,ويني
weary,مرهق
costa,كوستا
rue,شارع
cowboys,رعاة البقر
employ,توظيف
stool,براز
beau,العاشق
optimistic,مستبشر
lotus,لوتس
apologizing,الاعتذار
spooky,مجفل
skate,تزلج
maze,المتاهة
arrests,الاعتقالات
dialing,الاتصال
gt,GT
vicar,النائب
beetle,خنفساء
horace,هوراس
suspicions,الشكوك
restricted,مقيد
pupil,تلميذ
homo,هومو
thumbs,الابهام
cheng,تشنغ
sneaky,متستر
por,من أجل
eliza,إليزا
gladys,غلاديس
vaughn,فون
ri,ري
liberation,تحرير
nay,كلا
crows,الغربان
that,الذي - التي
milton,ميلتون
mai,ماي
skiing,التزحلق
disturbance,إزعاج
cohen,كوهين
spits,يبصق
crank,كرنك
bulls,الثيران
medals,ميداليات
sierra,سييرا
motivation,تحفيز
dangers,مخاطر
mist,شَبُّورَة
ju,جو
adrenaline,الأدرينالين
malik,مالك
lt.,لتر.
allied,متحالفة
manor,مانور
convoy,قافلة
carly,كارلي
merit,استحقاق
cutter,القاطع
bikini,بيكيني
sway,تمايل
virgil,فرجيل
soy,فول الصويا
nell,نيل
salty,مالح
elf,قزم
belts,أحزمة
yvonne,ايفون
disney,ديزني
contractor,مقاول
rodeo,مسابقات رعاة البقر
arch,قوس
crews,أطقم
dads,الآباء
limbs,أطرافه
bathe,يستحم
cardiac,القلب
velvet,مخمل
hyde,هايد
stem,ينبع
taiwan,تايوان
lakhs,كهس
filter,فلتر
pumped,ضخ
gran,غران
right.,يمين.
fills,يملأ
chet,شيت
disc,القرص
percentage,نسبة مئوية
bravery,شجاعة
edges,حواف
diaper,حفاضات
lyle,لايل
ida,إيدا
sutton,ساتون
sergei,سيرجي
pd,pd
crate,قفص
mina,مينا
complications,المضاعفات
rafael,رافائيل
cradle,مهد
chu,تشو
athens,أثينا
abu,أبو
kramer,كرامر
magnet,مغناطيس
aggression,عدوان
courses,الدورات
it`s,انها
willis,ويليس
vance,فانس
bases,قواعد
buns,الكعك
confronted,واجه
geneva,جنيف
increasingly,على نحو متزايد
shady,شادي
resolution,دقة
chooses,يختار
tapped,استغلالها
punks,الأشرار
hitch,عقبة
wink,غمزة
assessment,تقدير
miners,عمال المناجم
introducing,تقديم
rainy,ممطر
recognised,معترف بها
leash,مقود
livin,ليفين
oh,أوه
raft,طوف
pots,الأواني
refreshing,منعش
roz,روز
abel,هابيل
beatles,البيتلز
contagious,معدي
beijing,بكين
frequently,مرارًا
operational,التشغيلية
shakes,يهز
basil,رَيحان
babylon,بابل
to,ل
buffet,بوفيه
farms,مزارع
cocoa,الكاكاو
perception,تصور
blares,بلاريس
dense,كثيفة
pinned,مثبت
nod,إيماءة
crunch,أزمة
stains,البقع
bouquet,باقة
screws,مسامير
boone,بون
philosopher,فيلسوف
bulb,لمبة
sinner,آثم
drip,تقطر
r.,ص.
mara,مارا
gale,عاصفة
flint,الصوان
nova,نوفا
nevada,نيفادا
membership,عضوية
puerto,بويرتو
chalk,الطباشير
liable,مسؤول
manuscript,مخطوطة
h.,ح.
rama,راما
austria,النمسا
chocolates,الشوكولاتة
l.,ل.
trafficking,الاتجار
philly,فيلي
loot,نهب
perish,يهلك
clone,استنساخ
wretch,البائس
weasel,ابن عرس
lace,ربط الحذاء
indication,إشارة
allan,آلان
cora,كورا
grady,جرادي
faked,مزيف
depart,مغادرة
tyres,الإطارات
pow,الأسرى
invade,غزو
scooby,سكوبي
hazel,بندق
rep,مندوب
est,EST
tart,تورتة
christy,كريستي
dex,التنفيذ المباشر
judas,يهوذا
transformation,تحويل
posts,دعامات
generosity,الكرم
beta,بيتا
counseling,الاستشارة
bobo,بوبو
honors,مرتبة الشرف
gamma,غاما
caitlin,كايتلين
dubai,دبي
combine,يجمع
nero,نيرو
trey,تري
limp,يعرج
matrix,مصفوفة
dots,النقاط
kilometres,كيلومترات
evacuation,إخلاء
incompetent,غير كفء
closure,إنهاء
descent,أصل
analyze,تحليل
classmates,زملاء الدراسة
hump,سنام
fuzzy,غامض
tad,صبي
wan,وان
clare,كلير
poking,بدس
rehearsing,التدريب
homecoming,العودة للوطن
tardis,تارديس
caine,كين
christianity,المسيحية
hazard,خطر
dea,ادارة تطبيق الأدوية بالأمم المتحدة
trudy,ترودي
slug,سبيكة
frustration,إحباط
edie,إيدي
trespassing,التعدي على ممتلكات الغير
elimination,القضاء
comforting,مريح
len,لين
preach,الوعظ
damages,الأضرار
ex-boyfriend,صديقها السابق
exits,مخارج
yer,ير
appointments,التعيينات
significance,دلالة
voodoo,الفودو
cleo,كليو
misunderstand,سوء فهم
asthma,الربو
snorts,الشخير
cutie,كتي
radioactive,المشعة
ideals,المثل العليا
apprentice,المتدرب
unreasonable,غير معقول
inmate,سجين
siege,الحصار
cobra,الكوبرا
90s,التسعينيات
rattle,حشرجة الموت
trim,تقليم
noodle,المعكرونة
antibiotics,المضادات الحيوية
declaration,تصريح
revs,الدورات
darcy,دارسي
scales,المقاييس
gigi,جيجي
twenty-five,خمسة وعشرون
bypass,تجاوز
manly,رجولي
groan,تأوه
chaps,الفصول
ncis,ncis
consequence,عاقبة
badass,بدس
fists,القبضات
klink,كلينك
substantial,جوهري
brag,تفاخر
amigo,صديق
spontaneous,تلقائي
ca,كاليفورنيا
peep,زقزقة
negotiating,التفاوض
ache,وجع
swat,سوات
emerge,تظهر
references,مراجع
bonjour,صباح الخير
darkest,أحلك
sympathetic,متعاطف
lila,ليلى
choked,اختنق
unidentified,مجهول
darker,أغمق
ariel,ارييل
crude,الخام
dictionary,قاموس
sparks,الشرر
demo,تجريبي
ta-da,تا دا
oppose,يعارض
fingernails,أظافر
collateral,ضمانات
venom,السم
relay,تتابع
bamboo,الخيزران
ying,يينغ
torres,توريس
broadcasting,البث
banking,المصرفية
cassidy,كاسيدي
axl,axl
hebrew,العبرية
electronics,إلكترونيات
meaningful,ذات معنى
daytime,خلال النهار
dowry,مهر
ex-girlfriend,صديقته السابقة
liza,ليزا
ko,كو
ounce,أونصة
mediterranean,البحر الأبيض المتوسط
gadget,أداة
paramedics,المسعفين
console,وحدة التحكم
cyril,سيريل
caravan,قافلة
spinal,العمود الفقري
bummer,الخسارة
bled,نزف
defy,تحدي
luna,لونا
herbs,الأعشاب
hwang,هوانج
queue,طابور
blinded,أعمى
9th,التاسع
recess,العطلة
maddy,مادي
alarms,إنذار
quarterback,قورتربك
maxine,com.maxine
investigators,المحققين
speculation,المضاربة
tο,ل
clearer,أكثر وضوحا
gino,جينو
cheeky,صفيق
lapd,لابد
cruelty,القسوة
arjun,أرجون
quarantine,الحجر الصحي
shush,اسكت
allegations,ادعاءات
tito,تيتو
sands,رمال
che,تشي
tablet,قرص
gandhi,غاندي
squash,قرع
josie,جوزي
jets,الطائرات
saloon,صالون
tame,ترويض
occasional,في بعض الأحيان
apologized,اعتذر
sawyer,سوير
fading,يتلاشى
viktor,فيكتور
prop,دعم
shoved,يشق
mend,إصلاح
separately,بشكل منفصل
reg,ريج
evie,إيفي
waitin,انتظر
n,ن
legion,الفيلق
tsk,تسك
arabs,العرب
accompanied,برفقة
tread,فقي
shi,شي
of-,ل-
zoey,زوي
curb,كبح
opium,الأفيون
bombed,قصفت
jumper,الطائر
weaker,أضعف
suing,مقاضاة
bianca,بيانكا
plains,السهول
debra,ديبرا
tavern,حانة
worthwhile,جديرة بالاهتمام
morale,معنويات
caviar,كافيار
evaluation,تقييم
f.,و.
occurs,يحدث
morton,مورتون
cube,مكعب
revelation,الوحي
doggy,هزلي
cheung,تشيونغ
dora,دورا
tenant,مستأجر
riches,ثروات
effectively,بشكل فعال
dedication,إخلاص
wager,الرهان
companions,الصحابة
bailed,بكفالة
smelly,رائحة كريهة
trench,خندق
dillon,ديلون
ajay,اجاي
edison,اديسون
batter,الخليط
dye,صبغ
wider,أوسع
alma,ألما
manslaughter,القتل غير العمد
remedy,علاج
damp,رطوبة
thigh,فخذ
cologne,كولونيا
accusation,اتهام
serum,مصل
whats,ماذا يكون
spaces,المساحات
oral,شفوي
shades,ظلال
woe,ويل
elise,إليز
alias,الاسم المستعار
apron,ساحة
vein,الوريد
tonic,منشط
dim,خافت
steep,حاد
sod,أبله
presenting,تقديم
cinderella,سندريلا
cub,شبل
chung,تشونغ
eyewitness,شاهد عيان
flattering,الاغراء
della,ديلا
automobile,السيارات
cain,قابيل
loo,مرحاض
bullied,تخويف
spider-man,الرجل العنكبوت
tyson,تايسون
dispose,التخلص
hash,التجزئة
hound,كلب
boogie,الرقصة
dawg,دوج
perp,perp
cloak,عباءة
crabs,سرطان البحر
pastry,معجنات
hola,مرحبا
cheerleader,المشجع
slips,زلات
critics,النقاد
macho,مفتول العضلات
fuller,أكمل
accidental,عرضي
lara,لارا
convey,يوصَِل
fling,قذف
froze,جمدت
atoms,الذرات
kidnappers,الخاطفين
cupcake,كب كيك
warsaw,وارسو
ax,الفأس
kumar,كومار
fingerprint,بصمة
harmed,أذى
sensational,مثيرة
jockey,الفارس
mourn,نحزن
tory,حزب المحافظين
forthe,forthe
eileen,ايلين
ginny,جيني
quack,الدجال
peck,بيك
gospel,الإنجيل
what,ماذا
presumably,من المفترض
signatures,التوقيعات
hyung,هيونغ
aspects,وجوه
assumption,افتراض
organisation,منظمة
ct,ط م
jaws,فكي
troll,القزم
squid,الحبار
possessions,ممتلكات
tunes,نغمات
notch,درجة
routes,الطرق
elijah,إيليا
annoy,ضايق
loaf,رغيف
commercials,الإعلانات التجارية
inconvenience,غير مريح
plum,البرقوق
amnesia,فقدان الذاكرة
deborah,ديبورا
arson,حريق متعمد
furthermore,بالإضافة إلى
quarry,مقلع
50s,الخمسينيات
puss,سنور
farts,فرتس
guo,قوه
depot,مستودع
ole,أولي
circulation,الدورة الدموية
dryer,مجفف
brock,بروك
fei,فاي
candis,كانديس
moody,متقلب المزاج
reich,الرايخ
semen,المني
rags,الخرق
slate,لائحة
padre,بادري
sonya,سونيا
emails,رسائل البريد الإلكتروني
dinners,العشاء
scold,أنب
marian,ماريان
knox,نوكس
trek,رحلة
patron,راعي
reborn,تولد من جديد
reel,بكرة
typewriter,آلة كاتبة
babes,فاتنة
utmost,قصارى
havin,هافين
patsy,باتسي
governments,الحكومات
bhai,بهاي
privileges,الامتيازات
glee,طرب
woof,اللحمة
brunch,وجبة فطور وغداء
dwell,يسكن
coyote,ذئب
squat,القرفصاء
manic,مهووس
groove,أخدود
bangkok,بانكوك
objections,اعتراضات
lynch,إعدام
scrape,كشط
commandant,قائد
swings,يتأرجح
conventional,عادي
raises,يثير
transaction,عملية
iced,مثلج
oy,أوي
paulo,باولو
beaches,الشواطئ
shaggy,أشعث
statistics,إحصائيات
shattering,تحطيم
bah,باه
intercourse,الجماع
charms,سحر
destructive,مدمر
oregon,أوريغون
copied,منقول
performances,العروض
maids,الخادمات
exhausting,مرهقة
omega,أوميغا
belgium,بلجيكا
x-rays,الأشعة السينية
hunk,قطعة كبيرة
trout,سمك السلمون المرقط
learns,يتعلم
repent,التوبة
prosperity,ازدهار
ounces,أوقية
martyr,شهيد
connecticut,كونيتيكت
privileged,متميز
excess,إفراط
unemployment,البطالة
viking,فايكنغ
blackmailing,ابتزاز
munich,ميونيخ
hacker,hacker
reset,إعادة ضبط
risen,ارتفع
sued,رفع دعوى قضائية ضد
goons,الحمقى
milady,عيد ميلادي
wolfe,ولف
bandage,ضمادة
heed,انتبه
mabel,مابل
pronounced,وضوحا
charter,الميثاق
turks,الأتراك
litter,القمامة
izzy,ايزي
ltd,المحدودة
angles,الزوايا
kerry,كيري
here-,هنا-
baths,الحمامات
cobb,كوب
paco,باكو
kilo,كيلو
immigrants,المهاجرين
x.,س.
enjoys,يتمتع
seeks,يسعى
newman,نيومان
flank,الجناح
der,دير
clint,كلينت
functioning,الأداء
predictable,يمكن التنبؤ به
jedi,جيدي
pittsburgh,بيتسبرغ
angus,انجوس
bing,بنج
itchy,مسبب للحكة
structures,الهياكل
penn,بنسلفانيا
ensign,حامل الراية
barrels,براميل
voters,الناخبين
geoff,جيف
haste,تسرع
joints,المفاصل
bumper,الوفير
